graph,algorithm,n_candidates,n_infected,reliable,n_runs,auc_roc,auc_pr,precision_at_k,recall_at_k,hits_at_k,brier
DLG17,RUSBoost,24,2,False,3,0.7025750517598345,0.4624368686868687,0.4236111111111111,0.4236111111111111,0.4236111111111111,0.05724132964767729
DLG17,LightGBM,24,2,False,3,0.7600981999079824,0.36593915343915345,0.13194444444444445,0.13194444444444445,0.13194444444444445,0.17931611714579043
DLG17,LineageDetector,24,2,False,3,0.8507931606437041,0.5161324786324787,0.34027777777777773,0.34027777777777773,0.34027777777777773,0.061639481102456255
DLG18,degree_anomaly,625,110,True,3,0.3089567080125486,0.009527834532504354,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.011249791251737883
DLG18,boundary,625,110,True,3,0.4336218717492513,0.008046324027287997,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.6804032267335662
DLG18,low_job_connectivity,625,110,True,3,0.3826502688393758,0.0077540284705460314,0.004,0.004,0.004,0.14184866323915865
DLG18,completeness,625,110,True,3,0.5277571076453027,0.015262874628341671,0.0,0.0,0.0,0.05153903381581405
DLG18,rule_root,625,110,True,3,0.4711988845971377,0.009737122746015138,0.006666666666666666,0.006666666666666666,0.006666666666666666,0.4743525961732937
DLG18,RandomForest,625,110,True,3,0.781463199266559,0.05503649599824506,0.036444444444444446,0.036444444444444446,0.036444444444444446,0.050745522875803445
DLG18,RUSBoost,625,110,True,3,0.597239118370796,0.01043268667230711,0.014666666666666668,0.014666666666666668,0.014666666666666668,0.25682512854504014
DLG18,LightGBM,625,110,True,3,0.752620247426409,0.039497278702343534,0.008888888888888889,0.008888888888888889,0.008888888888888889,0.10029070082071202
DLG18,LineageDetector,625,110,True,3,0.7568261777073583,0.049737412846603844,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.04011164139496979
